Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2011","2011","°C","0.137","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2012","2012","°C","0.102","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2013","2013","°C","1.328","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2014","2014","°C","1.007","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2015","2015","°C","0.081","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2016","2016","°C","1.383","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2017","2017","°C","0.693","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2018","2018","°C","0.658","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2019","2019","°C","2.163","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7009","September","2020","2020","°C","0.645","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2010","2010","°C","1.699","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2011","2011","°C","0.69","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2012","2012","°C","0.156","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2013","2013","°C","2.018","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2014","2014","°C","1.252","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2015","2015","°C","1.367","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2016","2016","°C","1.644","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2017","2017","°C","2.155","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2018","2018","°C","0.474","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2019","2019","°C","0.95","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7010","October","2020","2020","°C","-0.172","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2010","2010","°C","0.603","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2011","2011","°C","2.707","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2012","2012","°C","1.268","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2013","2013","°C","0.441","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2014","2014","°C","0.671","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2015","2015","°C","0.791","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2016","2016","°C","1.06","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2017","2017","°C","0.58","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2018","2018","°C","1.398","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2019","2019","°C","-0.226","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7011","November","2020","2020","°C","-0.419","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2010","2010","°C","-0.506","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2011","2011","°C","0.021","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2012","2012","°C","0.682","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2013","2013","°C","0.201","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2014","2014","°C","0.001","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2015","2015","°C","0.27","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2016","2016","°C","3.246","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2017","2017","°C","0.424","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2018","2018","°C","0.636","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2019","2019","°C","-0.17","Fc","Calculated data"
"ET","Temperature change","165","Pakistan","7271","Temperature change","7012","December","2020","2020","°C","-0.264","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2010","2010","°C","0.705","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2011","2011","°C","0.288","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2012","2012","°C","0.751","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2013","2013","°C","0.884","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2014","2014","°C","0.789","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2015","2015","°C","0.748","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2016","2016","°C","1.451","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2017","2017","°C","0.607","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2018","2018","°C","0.608","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2019","2019","°C","0.942","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7001","January","2020","2020","°C","1.953","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2010","2010","°C","1.74","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2011","2011","°C","0.337","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2012","2012","°C","0.965","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2013","2013","°C","0.637","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2014","2014","°C","0.925","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2015","2015","°C","0.599","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2016","2016","°C","1.928","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2017","2017","°C","0.399","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2018","2018","°C","1.277","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2019","2019","°C","1.739","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7002","February","2020","2020","°C","1.812","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2010","2010","°C","1.822","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2011","2011","°C","0.631","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2012","2012","°C","0.966","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2013","2013","°C","1.105","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2014","2014","°C","1.202","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2015","2015","°C","0.888","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2016","2016","°C","1.953","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2017","2017","°C","0.81","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2018","2018","°C","1.048","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2019","2019","°C","1.513","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7003","March","2020","2020","°C","0.709","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2010","2010","°C","1.276","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2011","2011","°C","0.191","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2012","2012","°C","0.437","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2013","2013","°C","1.408","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2014","2014","°C","1.038","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2015","2015","°C","0.519","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2016","2016","°C","1.982","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2017","2017","°C","1.496","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2018","2018","°C","0.954","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2019","2019","°C","0.935","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7004","April","2020","2020","°C","0.838","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2010","2010","°C","0.898","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2011","2011","°C","0.882","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2012","2012","°C","1.094","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2013","2013","°C","1.074","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2014","2014","°C","0.89","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2015","2015","°C","0.838","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2016","2016","°C","0.696","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2017","2017","°C","1.158","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2018","2018","°C","0.213","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2019","2019","°C","1.663","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7005","May","2020","2020","°C","1.289","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2010","2010","°C","0.877","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2011","2011","°C","0.996","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2012","2012","°C","1.046","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2013","2013","°C","0.402","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2014","2014","°C","1.646","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2015","2015","°C","1.048","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2016","2016","°C","0.907","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2017","2017","°C","1.197","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2018","2018","°C","0.678","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2019","2019","°C","1.851","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7006","June","2020","2020","°C","1.518","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2010","2010","°C","0.758","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2011","2011","°C","1.084","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2012","2012","°C","1.398","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2013","2013","°C","0.654","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2014","2014","°C","1.569","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2015","2015","°C","1.547","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2016","2016","°C","1.173","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2017","2017","°C","1.808","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2018","2018","°C","1","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2019","2019","°C","1.587","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7007","July","2020","2020","°C","1.065","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2010","2010","°C","0.729","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2011","2011","°C","0.984","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2012","2012","°C","0.891","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2013","2013","°C","0.722","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2014","2014","°C","0.793","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2015","2015","°C","1.442","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2016","2016","°C","0.806","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2017","2017","°C","1.188","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2018","2018","°C","0.78","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2019","2019","°C","0.907","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7008","August","2020","2020","°C","1.068","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2010","2010","°C","0.687","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2011","2011","°C","0.947","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2012","2012","°C","1.248","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2013","2013","°C","0.592","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2014","2014","°C","0.872","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2015","2015","°C","1.06","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2016","2016","°C","1.203","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2017","2017","°C","0.771","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2018","2018","°C","0.685","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2019","2019","°C","0.726","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7009","September","2020","2020","°C","0.554","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2010","2010","°C","0.846","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2011","2011","°C","0.936","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2012","2012","°C","0.392","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2013","2013","°C","1.076","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2014","2014","°C","0.847","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2015","2015","°C","1.007","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2016","2016","°C","1.557","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2017","2017","°C","1.186","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2018","2018","°C","0.295","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2019","2019","°C","0.298","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7010","October","2020","2020","°C","1.523","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2010","2010","°C","0.682","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2011","2011","°C","0.699","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2012","2012","°C","0.782","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2013","2013","°C","0.978","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2014","2014","°C","0.379","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2015","2015","°C","1.023","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2016","2016","°C","0.863","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2017","2017","°C","0.893","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2018","2018","°C","0.739","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2019","2019","°C","1.302","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7011","November","2020","2020","°C","1.543","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2010","2010","°C","0.289","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2011","2011","°C","0.6","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2012","2012","°C","0.925","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2013","2013","°C","0.501","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2014","2014","°C","0.661","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2015","2015","°C","1.411","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2016","2016","°C","1.094","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2017","2017","°C","1.113","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2018","2018","°C","1.33","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2019","2019","°C","1.686","Fc","Calculated data"
"ET","Temperature change","38","Sri Lanka","7271","Temperature change","7012","December","2020","2020","°C","0.863","Fc","Calculated data"
